id,publishedAt,text
ig325,2019-05-24 18:47:10,"Как узнать, что за суперкар пролетел мимо в ночи? Конечно, по задним фонарям! Кто сможет вспомнить марку и модель всех этих машин, тот красавчик! ✌?"
ig324,2019-05-25 19:47:36,"«Народный арт-перформанс» — житель Хабаровска в знак протеста против длительного отключения воды в его доме решил устроить заплыв в строительном котловане, который раскинулся посреди дороги."
ig323,2019-05-26 21:34:17,"Вдохновляющий пример помощи случайных свидетелей ДТП. В Чеховском районе Московской области мотоциклист врезался в легковушку и попал под её колеса. Инцидент произошёл 21 мая неподалёку от деревни Крюково, когда девушка, сидевшая за рулём автомобиля Kia, выехала со второстепенной дороги перед несущимся мотоциклом. Произошло столкновение, и 25-летний водитель мотоцикла попал под колёса автомобиля, продолжавшего двигаться. Свидетель происшествия, идущий с маленьким сыном на плечах, мгновенно сориентировался, опустил ребенка на землю, подбежал к машине и остановил её. Затем мужчина криками подозвал к себе прохожих, и через считаные секунды они совместными усилиями подняли машину и спасли мотоциклиста. Его отправили в больницу."
ig322,2019-05-27 23:19:26,"Красная машина домчалась до полуфинала! Сборная РФ по хоккею завоевала бронзу на ЧМ-2019, второе место — у канадцев, первое — у финнов.
У нас один вопрос: о чем вы думаете, когда слышите фразу «Красная машина»?
⠀
Ставь в комментариях эмоджи, если красная машина — это...
- красная машина ?
- хоккейная команда ?
- и то, и другое ?"
ig321,2019-05-28 00:20:25,"«АвтоВАЗ» отзывает XRAY Cross из-за опасного дефекта рулевого управления. Завод уже разослал предписания своим дилерам. На автомобилях будут бесплатно менять промежуточный вал.

В предписании №23-19 от 24.05.19 г. «Об устранении несоответствия ЭУРУ» говорится: Срочно отозвать из эксплуатации автомобиль из списка и доставить его эвакуатором на территорию дилерского центра. При необходимости воспользоваться программой «Лада помощь на дороге». На автомобиле необходимо провести работы по замене вала промежуточного. Информация о доставке вала промежуточного и оформлению АГО будет сообщена дополнительно». «Пожарная» риторика письма недвусмысленно указывает на серьёзные последствия дефекта — машина попросту может внезапно стать неуправляемой."
ig320,2019-05-28 02:01:12,"Чтобы выделиться на дороге, не обязательно покупать красный спорткар ?"
ig319,2019-05-28 04:01:14,"MG Metro 6R4 — это полный привод, среднемоторная компоновка и до 700 лошадиных сил! Если бы «Группу Б» не запретили в 1987-м, он бы и сегодня мог надрать зад немцам и итальянцам."
ig318,2019-05-28 05:10:19,"#объявадня
Чудесное транспортное средство продается в Увельском районе Челябинской области и на Drom. Зеленый броневик на шасси ГАЗ-67! Повторить выступление Ильича? Повторить подвиг Химайера? Участвовать в страйкбольных маневрах? Поразить жену до глубины души? Потратить миллион рублей самым оригинальным способом? Все это — реплика бронемашины БА-64б.
А вы посмотрите на этот шанцевый инструмент, заботливо выкрашенный в цвет кузова!"
ig317,2019-05-28 21:15:12,"Нам кажется, или в последнее время таксисты совсем страх потеряли?"
ig316,2019-05-28 21:35:18,"#объявадня ⠀
Mustang 1968 в идеальном состоянии подходит для ежедневной езды. Про машину можно не говорить — многие из нас мечтают о «Мустанге» ?  В этом объявлении интереснее всего комментарии: «Предлагаю обмен Вашего авто на щебень фракции 0-20 в количестве 300 тысяч тонн». Обязательно почитайте — там еще много веселого ?"
ig315,2019-05-29 00:13:16,"Пусть тот, кому кажется, что Tiguan будет плохо выглядеть с антикрылом, первый бросит в нас камень! Встреча GTI-фанов на Вёртер-Зе продолжает радовать нас сочными фотографиями."
ig314,2019-05-29 19:31:34,"Какой техники в армии ?? больше всего: танков, самолетов, катеров, БТР? Нет! Самая распространенная в войсках техника — автомобили. 
Кто служил водителем — шаг вперед!
⠀
Сегодня — День военного автомобилиста. Поздравляем всех причастных!"
ig313,2019-05-29 20:30:13,"#объявадня
Крутейший кастом на «Дроме»: ГАЗ-53 “Redneck” продается в Тюмени за полтора миллиона рублей. Это первый автомобильный проект мотомастерской Ferrum Art Customs: рама «Газели», кабина от грузовика, «тойотовский» V8. Говорят, едет великолепно. А уж как выглядит!"
ig312,2019-05-29 23:01:16,"А если нет разницы, то зачем платить больше? ?"
ig311,2019-05-30 03:13:37,"Что интересного произошло в автомобильном мире сегодня, 29 мая?
Листай ➡"
ig310,2019-05-30 16:31:50,"1 июля 2019 должен был вступить в действие ГОСТ 33670-2015, регламентирующий методы экспертизы и сертификационных испытаний так называемых единичных транспортных средств. То есть, тех, что ввозятся в Россию и другие страны Евразийского экономического союза (ЕАЭС) частным образом. Прежде всего это относится к автомобилям с правым расположением руля.
⠀
По нашей информации, полученной от источника в Минпромторге, срок введения новых правил сертификации «единичных» автомобилей переносится как минимум на год, в значительной степени из-за неготовности соответствующей инфраструктуры на Дальнем Востоке РФ.
⠀
Напомним, что 1 июля должны были измениться требования к сертификационным лабораториям, им надлежит иметь специально оборудованные площадки и даже разгонные полосы. На сегодняшний день всем требованиям ГОСТа на Дальнем Востоке соответствует только одна лаборатория, а потребность же в такого рода услугах многократно выше.
⠀
Один только анонс введения ГОСТа 33670-2015 вызвал в Приморье двукратное подорожание СБКТС. А после 1 июля цена одного Свидетельства могла бы подскочить до 25-50 тыс. руб.
⠀
Что думаете по этому поводу? Сможет ли государство когда-нибудь победить «праворульный» Дальний Восток?"
ig309,2019-05-30 21:43:16,На автомобилях JLR будет самовключающийся подогрев руля. Теперь у владельцев «Ягуаров» и «Рейнжей» будет подгорать сразу в нескольких местах ?
ig308,2019-05-30 22:00:23,"#объявадня
Продающийся в Геленджике Qingli — электрический квадрицикл (не путать с квадроциклом!). «Имеются два зеркала заднего вида и цифровой радиоприемник», — хвастается владелец. 
Позволим себе немного поправить автора объявления: во-первых, современные аккумуляторы содержат гель, а не гелий, а потому называются гелевыми (не гелиевыми! ?); во-вторых, для управления таким квадрициклом нужна категория «В1» и возраст 18 лет, а вовсе не «М»!"
ig307,2019-05-30 23:34:14,"Друзья, мы тут нашли красивую фотографию, но никак не можем узнать автомобиль. Что это: Honda Legend или Peugeot 607? Ммм… Chevrolet Malibu? В общем, ваши варианты в комментарии! Не забываем правильно называть не только марку, но и модель и номер кузова!"
ok4544,2019-03-01 13:08:37,"Гос номера у частников будут стоить 2000 рублей

Подробнее: https://drom.ru/s/hFJ"
ok4543,2019-03-01 14:24:29,"КАМАЗ уже год снимает своих красивых работниц

Смотрите фото: https://drom.ru/s/few"
ok4542,2019-03-01 16:10:50,"UAZ Patriot получил спецверсию с салатовым цветом кузова

Подробнее: https://drom.ru/s/TEg"
ok4541,2019-03-01 17:02:28,"С обновлением Renault Duster его минимальная цена перевалила за 700 000 рублей

Подробнее: https://drom.ru/s/N5h"
ok4540,2019-03-01 18:02:23,"Почему Hyundai не может уделать KIA? Выясняем на примере обновлённой Элантры

Читайте на сайте: https://drom.ru/s/V0Q"
ok4539,2019-03-01 19:01:33,"#объявадня 
ЗИЛ-41047, 1988 год 
15 999 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Nyi"
ok4538,2019-03-01 23:01:21,Девушка жалуется спутнику на неполадки в своем автомобиле.
ok4537,2019-03-02 12:17:18,"Помните ДТП с БТРами? Вот как это было!

Смотрите видео: https://drom.ru/s/Vnq"
ok4536,2019-03-03 00:36:38,Чудо спасло пассажиров мопеда во Вьетнаме от верной смерти.
ok4535,2019-03-03 00:39:07,"Грузовое судно из Владивостока врезалось в мост в Пусане — корейские СМИ сообщают, что капитан был пьян! Судно водоизмещением 6 тысяч тонн врезалось в участок между опорами моста, получив значительные повреждения и пробив в мосту дыру размером 5 на 5 метров. Морская полиция эвакуировала аварийное судно, движение по мосту перекрыто. Никто не пострадал."
ok4534,2019-03-03 17:14:52,"Концерт рок-группы внутри Honda N-VAN? Загружаем гитару, басуху и ударную установку!

Читайте на сайте: https://drom.ru/s/e6w"
ok4533,2019-03-03 18:30:32,"По Аляске на доме на колёсах до Ледовитого Океана. 3700 км за неделю

Новые заметки об автопутешествии по ссылке: https://drom.ru/s/uOU"
ok4532,2019-03-03 19:46:50,"#объявадня 
Mercedes-Maybach S450 4MATIC, 2017 год 
8 850 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/cah"
ok4531,2019-03-03 23:14:56,"Tesla начала продажи бюджетной версии Model 3

Подробнее: https://drom.ru/s/drN"
ok4530,2019-03-03 23:59:20,"Недавно мы публиковали видео из Сингапура, на котором из-за дорожного конфликта водитель грузовичка толкнул велосипедиста машиной на разделительную полосу. Вот еще одно видео из этой страны: здесь уже другие водитель грузовика и велосипедист не поделили дорогу, но в этот раз получил водитель. Похоже, у них там какая-то война."
ok4529,2019-03-04 13:32:48,"Toyota Crown 2014 года: сколько пришлось копить на новый автомобиль, странный спортивный режим и почему внутренняя посадка внутри неудобная. 

Читайте новый отзыв от автовладельца: https://drom.ru/s/b3L"
ok4528,2019-03-04 16:02:26,"#объявадня 
Pontiac Firebird, 1997 год
1 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/HBt"
ok4527,2019-03-04 17:05:30,"Передний привод и бездорожье — бред. А если с электронными помощниками?

Новый тест-драйв уже на сайте: https://drom.ru/s/nz9"
ok4526,2019-03-04 19:26:59,"Chery опубликовала цены на кроссовер Tiggo 7 в России, правда, дорестайлинговый

Смотрите по ссылке: https://drom.ru/s/4rd"
ok4525,2019-03-04 20:52:09,"МВД хочет создать открытый реестр автомобилей

Подробнее: https://drom.ru/s/BNP"
ok4524,2019-03-04 23:03:30,"Ford и GM одновременно сняли с производства две массовые модели

Подробнее: https://drom.ru/s/kAx"
ok4523,2019-03-04 23:59:35,ЖЕНЯ
ok4522,2019-03-05 12:31:59,"Компания Джуджаро разработала суперкар для плохих дорог

Подробнее о новинке: https://drom.ru/s/xVt"
ok4521,2019-03-05 13:38:22,"Автомобили Volvo не смогут разгоняться свыше 180 км/ч

Подробнее: https://drom.ru/s/CNZ"
ok4520,2019-03-05 14:30:28,"#объявадня 
Toyota Mark II, 1997 год
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/f6x"
ok4519,2019-03-05 15:30:19,"Skoda Kodiaq 2018 года: почему автор всё же выбрал семиместный кроссовер, а не недорогой B-класс, подробности о комплектации Active и 15 минусов Кодиака. 

Читайте новый отзыв от автовладельца: https://drom.ru/s/gyq"
ok4518,2019-03-05 16:35:09,"Карлоса Гона выпустят на свободу. Пока временно

Подробнее: https://drom.ru/s/q3h"
ok4517,2019-03-05 17:30:30,"Тестируем ОСАГО. Все те же «допы» и проблемы с электронным полисом. Но стало лучше

Читайте на сайте: https://drom.ru/s/nZ0"
ok4516,2019-03-05 23:24:02,"В Новой Зеландии водитель старенького заднеприводного седана Ford Falcon решил повыпендриваться на перекрёстке, но... Обязательно смотрите видео до конца."
ok4515,2019-03-06 12:22:29,"Lamborghini привезла в Женеву самый мощный в истории Aventador SVJ Roadster

Подробнее: https://drom.ru/s/c4i"
ok4514,2019-03-06 13:37:37,"Bugatti привезла в Женеву уникальный гиперкар с космическим ценником

Подробнее: https://drom.ru/s/Ih3"
ok4513,2019-03-06 15:28:47,"Европейцам показали главное достижение русского автопрома

Подробнее: https://drom.ru/s/VbJ"
ok4512,2019-03-06 16:32:31,"Начинка гибридов и электромобилей: разбираем все детали

Читайте новую статью на сайте: https://drom.ru/s/Tkg"
ok4511,2019-03-06 18:45:24,"Reuters: два завода по производству Фордов закроются в России

Подробнее: https://drom.ru/s/FAK"
ok4510,2019-03-06 21:17:50,"CX-30 — новый глобальный кроссовер от Mazda

Все подробности о новинке: https://drom.ru/s/VXN"
ok4509,2019-03-06 22:01:59,"#объявадня 
Lexus LX570, 2012 год
4 150 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/2hR"
ok4508,2019-03-06 23:06:11,"Владивостокская таможня перестанет оформлять автомобили иногородних покупателей в конце марта

Подробнее: https://drom.ru/s/Czi"
ok4507,2019-03-06 23:59:51,"В США прошли соревнования по триалу на монстр-траках. Нам эта культура, конечно, чужда, но посмотрите, что вытворял победитель этих соревнований в зачете «Фристайл» по имени Дизель Дейв."
ok4506,2019-03-07 12:55:28,"Гиперкар Koenigsegg Jesko стал прижизненным памятником отцу основателя компании

Подробнее: https://drom.ru/s/Qrn"
ok4505,2019-03-07 14:26:26,"Hyundai Sonata со сменой поколений кардинально сменила стиль

Подробнее: https://drom.ru/s/LFc"
ok4504,2019-03-07 15:30:28,"Авторынок в феврале: внезапный спад

Читайте на сайте: https://drom.ru/s/DeO"
ok4503,2019-03-07 16:30:43,"В Россию придёт всего 22 экземпляра Toyota Supra

Подробнее: https://drom.ru/s/wJR"
ok4502,2019-03-07 17:30:26,"Народное ретро. Nissan Laurel C33 1989 года. «Корчевать» или реставрировать…

Читать: https://drom.ru/s/PAV"
ok4501,2019-03-07 19:23:08,"Nissan Terrano 2018 года: три месяца активной эксплуатации, стоит  ли ездить на Террано в гололёд и при какой температуре автомобиль отказывается заводиться.

Читайте новый отзыв от автовладельца: https://drom.ru/s/lLK"
ok4500,2019-03-07 23:57:16,"В гостях у «дяди Васи». Женщины и гаражный сервис — совместимы?

Читайте на сайте: https://drom.ru/s/Zml"
ok4499,2019-03-08 02:01:17,"В Харькове, Украина, не поделили дорогу... два трамвая. Да, бывает и такое."
ok4498,2019-03-08 10:45:38,"Дорогие дамы! Аминистрация сайта drom.ru поздравляет вас с Международым женским днём! Желаем много любви, счастья, весеннего тепла и удачи на дороге!

И пусть, если вас и останавливают сотрудники ДПС, то только для того, чтобы признаться в любви.

С праздником!"
ok4497,2019-03-08 13:44:39,"Санкции угрожают проекту «ГАЗели-Next» с турбодизелем Volkswagen

Подробнее: https://drom.ru/s/6iL"
ok4496,2019-03-09 15:04:10,"#объявадня 
Mitsubishi Lancer Evolution, 2000 год 
3 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/UFS"
ok4495,2019-03-09 20:14:28,"Новейший Тойота Краун. Одна модель и три силовых агрегата на тест-драйве

Читайте на сайте: https://drom.ru/s/gCJ"
ok4494,2019-03-09 23:51:47,"Автопутешествие по Западной Украине на российских номерах

Читайте об этом автопутешествии по ссылке: https://drom.ru/s/l06"
ok4493,2019-03-10 17:14:22,"Фоторепортаж: 28-я Олдтаймер-галерея в Москве

Смотрите все фото: https://drom.ru/s/MdS"
ok4492,2019-03-10 21:41:02,"#объявадня 
ЗАЗ Запорожец, 1987 год 
1 000 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/ZWf"
ok4491,2019-03-10 23:47:26,"Пешеход разыграл случайного водителя: во время перехода дороги он изобразил, что перешагивает через какое-то препятствие, чем немало озадачил автомобилиста."
ok4490,2019-03-11 14:25:28,"Audi показала в Женеве закамуфлированный электрокар E-tron Sportback

Подробнее о новинке: https://drom.ru/s/6uT"
ok4489,2019-03-11 15:32:09,"Воспоминания о перегонах начала 2000-х

Читайте по ссылке: https://drom.ru/s/4zT"
ok4488,2019-03-11 16:30:50,"Сколько спортивных Вест продали за первый месяц?

Смотрите ответ: https://drom.ru/s/5MN"
ok4487,2019-03-11 17:54:40,"Топ-10 иномарок по скорости гниения

Смотрите список: https://drom.ru/s/Tdf"
ok4486,2019-03-11 20:20:54,"На загородной трассе под Владивостоком перевернулся ЗРПК «Панцирь-С»

Фото и подробности: https://drom.ru/s/pGY"
ok4485,2019-03-11 22:51:13,"Кабриолет Volkswagen Beetle с автографом Путина передали на благотворительность

Подробнее: https://drom.ru/s/cUI"
ok4484,2019-03-11 23:30:25,"Tesla опубликовала изображение кроссовера Model Y

Подробнее: https://drom.ru/s/Cgn"
ok4483,2019-03-11 23:59:20,В Харькове водитель трамвая нашла действенный метод борьбы с зацеперами.
ok4482,2019-03-12 12:13:59,"Tesla повышает стоимость своих автомобилей

Подробнее: https://drom.ru/s/LpO"
ok4481,2019-03-12 13:40:40,"Обновлённая Hyundai Elantra: начались продажи в России

Подробнее: https://drom.ru/s/eg3"
ok4480,2019-03-12 15:58:40,"Renault Duster для Индии обновят серьёзнее, чем для России

Подробнее: https://drom.ru/s/yex"
ok4479,2019-03-12 17:27:52,"Новая Гранта Спорт: сроки и планы

Читайте на сайте: https://drom.ru/s/Ojo"
ok4478,2019-03-12 18:31:52,"#объявадня 
Nissan 350Z, 2005 год
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/SP7"
ok4477,2019-03-12 20:55:09,"Как заработать на автомобиле: пять способов

Читайте по ссылке: https://drom.ru/s/OiW"
ok4476,2019-03-12 22:50:42,"Acura обзаведется спортивным седаном и купеобразным кроссовером

Подробнее: https://drom.ru/s/Aie"
ok4475,2019-03-12 23:51:14,Героическая буксировка автомобиля.
ok4474,2019-03-13 12:59:19,"Чем Сердюков планировал заменить УАЗы в армии?

Смотрите фото редкого прототипа: https://drom.ru/s/J4Y"
ok4473,2019-03-13 14:01:29,"Депутаты предлагают отменить транспортный налог. Опять

Подробнее: https://drom.ru/s/uTE"
ok4472,2019-03-13 15:40:38,"Ретротест VW Passat B2. Он всё ещё едет 120 км/ч!

Читайте на сайте: https://drom.ru/s/vH5"
ok4471,2019-03-13 16:41:57,"Mitsubishi Outlander 2018 года: почему этот автомобиль лучше Mazda СХ-4, советы по общению с автодилерами и как наживаются страховые компании при ремонте по ОСАГо.

Читайте новый отзыв от автовладельца: https://drom.ru/s/aYO"
ok4470,2019-03-13 17:24:18,"Сверхдлинные фургоны и микроавтобусы «ГАЗель Next» появилась в продаже

Цены, фото и подробности: https://drom.ru/s/yGK"
ok4469,2019-03-13 18:31:44,"Русские мотоциклы УРАЛ в Японии: кто их покупает и сколько они стоят?

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/h4V"
ok4468,2019-03-13 19:30:24,"#объявадня 
BMW M2, 2016 год 
2 900 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/zab"
ok4467,2019-03-13 23:30:39,"Камера наружного наблюдения на одной из набережной в Китае запечатлела, как автомобиль удрал от хозяина, чтобы хорошенько помыться."
ok4466,2019-03-14 13:33:25,"Это фиаско: Infiniti покидает рынки стран Западной Европы

Подробнее: https://drom.ru/s/IYb"
ok4465,2019-03-14 14:34:38,"Toyota привезла в Россию внедорожники Land Cruiser 200 и Land Cruiser Prado в тюнинге TRD

Подробнее: https://drom.ru/s/twM"
ok4464,2019-03-14 15:23:18,"Всем старым машинам без ведома владельца присвоят экологический класс

Подробнее: https://drom.ru/s/26H"
ok4463,2019-03-14 16:01:54,"У нового Chevrolet Corvette C8 под нагрузкой ведёт кузов

Подробнее: https://drom.ru/s/uiP"
ok4462,2019-03-14 17:02:22,"В Калуге наладят производство турбомоторов Volkswagen

Подробнее: https://drom.ru/s/Ymz"
ok4461,2019-03-14 18:01:46,"В поисках идеального кроссовера: Forester, X-Trail, Tucson

Читайте на сайте: https://drom.ru/s/ttg"
ok4460,2019-03-14 19:02:15,"Mazda готовит сюрприз фанатам роторных двигателей

Подробнее: https://drom.ru/s/rFe"
ok4459,2019-03-14 20:01:25,"#объявадня 
BMW i8, 2016 год 
4 890 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/pQ1"
ok4458,2019-03-14 22:52:51,"За отсутствие ОСАГО штраф будет приходить с каждой камеры, зафиксировавшей автомобиль

Подробнее: https://drom.ru/s/RUI"
ok4457,2019-03-14 23:45:19,"Тот случай, когда ДТП произошло буквально на ровном месте."
ok4456,2019-03-15 13:46:38,"Opel рассказал, какие модели будет предлагать в России после возвращения

Подробнее: https://drom.ru/s/2Sl"
ok4455,2019-03-15 14:45:40,"ГАЗ знакомит дилеров с новым «Садко» Next. Скоро серия

Подробнее: https://drom.ru/s/jME"
ok4454,2019-03-15 15:58:30,"Новая Tesla Model Y: линейка Теслы стала SEXY

Все подробности о новинке: https://drom.ru/s/fCd"
ok4453,2019-03-15 16:11:17,"Архангельск, Россия. Водитель машины, из которой сделана съемка, не скупится на выражения, но, в общем, его понять можно."
ok4452,2019-03-15 18:01:38,"Блог Лада Веста Кросс. Не дождавшись ремонта после ДТП, попали в новое :-( 

Читайте новый пост на сайте: https://drom.ru/s/0M1"
ok4451,2019-03-15 19:02:12,"Skoda Kodiaq 2018 года: минусы конкурентов, выбор комплектации и почему система экстренного торможения может сыграть злую шутку.

Читайте новый отзыв от автовладельца: https://drom.ru/s/zWT"
ok4450,2019-03-15 20:01:39,"#объявадня 
Mercedes-Benz W140 S500 Guard, 1997 год 
1 100 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/tFZ"
ok4449,2019-03-16 15:44:11,"СМИ: под брендом Aurus выпустят ещё и вертолет

Подробнее: https://drom.ru/s/hIF"
ok4448,2019-03-16 16:30:25,"Турбированная версия Geely Atlas стоит меньше 1,5 млн рублей

Подробнее: https://drom.ru/s/n0Q"
ok4447,2019-03-16 17:31:23,"Топ-30 бестселлеров на крупнейших автомобильных рынках планеты

Смотрите список: https://drom.ru/s/oeC"
ok4446,2019-03-16 19:37:31,"Подсчитано количество «праворулек» в России

Смотрите ответ по ссылке: https://drom.ru/s/5fA"
ok4445,2019-03-17 18:37:06,"Немцы о Ладе 4х4 Урбан: «двойка с минусом», но...

Читайте на сайте: https://drom.ru/s/xGw"
ok4444,2019-03-17 21:57:38,Функция открытия багажника с ноги в немецкой и советской машинах.
ok4443,2019-03-18 13:28:22,"В Москве открылся ещё один автомобильный музей

Все фото смотрите по ссылке: https://drom.ru/s/d55"
ok4442,2019-03-18 14:30:20,"Лада Веста Кросс 2018 года: история покупки автомобиля для отца, проблемы с резиной в межсезонье и почему выбор машины похож на выбор жены.

Читайте новый отзыв от автовладельца: https://drom.ru/s/2q2"
ok4441,2019-03-18 16:02:29,"Зачем покупать английский кроссовер, а не японский внедорожник? Тестируем новый Evoque

Читайте по ссылке: https://drom.ru/s/Jbq"
ok4440,2019-03-18 18:17:27,"Росгвардия испытывает Весты с тепловизорами

Подробнее: https://drom.ru/s/cQG"
ok4439,2019-03-18 19:30:04,"В России подсчитали количество электромобилей

Ответ смотрите по ссылке: https://drom.ru/s/yg3"
ok4438,2019-03-18 21:27:15,"Эксклюзив: план производства Lada Vesta на весь текущий год

Читайте на сайте: https://drom.ru/s/fEa"
ok4437,2019-03-19 00:12:06,"Ещё один способ оперирования крышкой багажника ногой. На сей раз — более изящный, но и машина более современная — Веста."
ok4436,2019-03-19 12:18:34,"ГЛОНАСС всё-таки следит: в России создадут систему «Автодата»

Подробнее: https://drom.ru/s/KCs"
ok4435,2019-03-19 13:16:24,"Nissan Leaf стал первым электромобилем, преодолевшим рубеж в 400 000 экземпляров

Подробнее: https://drom.ru/s/Lbf"
ok4434,2019-03-19 15:07:24,"Nissan раскрыл цены обновлённого кроссовера Qashqai для России

Подробности по ссылке: https://drom.ru/s/53Y"
ok4433,2019-03-19 16:05:44,"#объявадня 
Chrysler New Yorker, 1956 год 
2 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/sP5"
ok4432,2019-03-19 17:11:23,"На платных трассах в России стали часто сбивать шлагбаумы. «Автодор» грозит лишением прав

Подробнее: https://drom.ru/s/aXQ"
ok4431,2019-03-19 22:43:44,"12 типично женских ошибок за рулем

Читать: https://drom.ru/s/ji6"
ok4430,2019-03-20 14:51:24,"Объявлены цены обновлённого седана Subaru Legacy

Подробнее: https://drom.ru/s/QrS"
ok4429,2019-03-20 16:02:57,"Из «ГАЗели» Next сделали вездеход за 3,2 млн рублей

Подробнее об этом авто: https://drom.ru/s/yjp"
ok4428,2019-03-20 17:11:04,"Honda Accord седьмого (CL/CM) и восьмого (CU/CW) поколений, 2002–2013 гг. Звучать по-своему!

Читайте на сайте: https://drom.ru/s/hOx"
ok4427,2019-03-20 18:35:14,"МВД предложило оснастить автобусы трёхточечными ремнями безопасности

Подробнее: https://drom.ru/s/PrB"
ok4426,2019-03-20 20:20:58,"В России хотят запретить продажу топлива класса ниже «Евро-5»

Подробнее: https://drom.ru/s/Ekj"
ok4425,2019-03-20 22:04:37,"Трамвай в Токио — как это работает

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/vK4"
ok4424,2019-03-20 23:01:21,"«После ДТП уехал своим ходом», — довольно распространенная формулировка при описании состояния автомобиля, пострадавшего в аварии. Однако «уехал своим ходом» вовсе не означает его хорошей сохранности."
ok4423,2019-03-21 20:08:36,"Skoda Karoq будут выпускать в России. Где и когда?

 Есть ответ: https://drom.ru/s/o0E"
ok4422,2019-03-21 21:24:15,"Босс Cadillac обещает защищать новый мотор V8 от других брендов GM ценой собственной жизни

Подробнее: https://drom.ru/s/ZZp"
ok4421,2019-03-21 22:27:03,"Правительство хочет отказаться от контроля цен на бензин. Когда ждать подорожания?

Отвечаем: https://drom.ru/s/R9p"
ok4420,2019-03-21 23:27:14,"Минэкономики предложило ослабить требования по локализации в автопроме

Подробнее: https://drom.ru/s/hW9"
ok4419,2019-03-22 20:29:43,"Самые крутые авторынки России: репортаж из Грозного

Читайте на сайте: https://drom.ru/s/pHE"
ok4418,2019-03-22 21:38:04,"Австрийцы назвали Lada Vesta SW победителем конкурса экономичности

Подробнее: https://drom.ru/s/fLr"
ok4417,2019-03-22 22:18:53,"Китайцы разработали водородный автомобиль с запасом хода 1000 км

Подробнее: https://drom.ru/s/nzU"
ok4416,2019-03-23 16:25:44,"В России появился Haval H9 в новой комплектации. Он дороже, чем Toyota Prado

Подробнее: https://drom.ru/s/vot"
ok4415,2019-03-23 17:02:52,"Купеобразный кроссовер Porsche Cayenne Coupe стал ответом на BMW X6

Подробнее: https://drom.ru/s/lGG"
ok4414,2019-03-24 15:33:33,"Самодельные автомобили в СССР: как и почему их появилось так много?

Читайте на сайте: https://drom.ru/s/N43"
ok4413,2019-03-24 17:02:46,"В Японии нашли старый украинский ЛуАЗ

Подробнее: https://drom.ru/s/WtE"
ok4412,2019-03-24 18:43:11,"Land Rover наконец-то засудил китайских «копипастеров»

Подробнее: https://drom.ru/s/of8"
ok4411,2019-03-24 21:21:01,"Обновлённый гибрид BMW X1 удивит приличным запасом хода на электротяге

Подробнее: https://drom.ru/s/f9K"
ok4410,2019-03-24 23:04:47,Механик в автомастерской решил разыграть своего коллегу; это первый после многочасового ремонта запуск двигателя.
ok4409,2019-03-25 13:48:43,"Грузия. Сочиняя мечты

Читайте новые заметки о путешествии: https://drom.ru/s/ylP"
ok4408,2019-03-25 15:01:24,"#объявадня 
Toyota Mark II, 1995 год 
1 550 550 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Xnr"
ok4407,2019-03-25 16:09:43,"Обновлённый Nissan Qashqai. За что два миллиона?

Новый тест-драйв по ссылке: https://drom.ru/s/4r9"
ok4406,2019-03-25 17:11:24,"За скрутку пробега предложили сажать в тюрьму

Подробнее: https://drom.ru/s/Db6"
ok4405,2019-03-25 21:21:44,"Volkswagen представил первые автомобили своего нового бренда Jetta

Подробнее: https://drom.ru/s/w2R"
ok4404,2019-03-25 22:35:58,"Транспортный налог предложили привязать к массе автомобиля

Подробнее: https://drom.ru/s/Wc1"
ok4403,2019-03-25 23:27:37,"Лыжи, мотор и пропеллер — необычный способ передвижения в зимних условиях Салехарда."
ok4402,2019-03-26 14:01:26,"План доработок Lada 4x4 («Нива») попал в СМИ 

Список изменений ищите на сайте: https://drom.ru/s/g6U"
ok4401,2019-03-26 15:02:25,"Немец полвека ждёт от BMW извинений за дефектную окраску его машины

Подробнее: https://drom.ru/s/lic"
ok4400,2019-03-26 16:38:22,"Mazda представила обновлённый кроссовер CX-9 в России: дешевле предшественника

Подробнее: https://drom.ru/s/CaF"
ok4399,2019-03-26 18:31:42,"Изысканный и элегантный: GM опубликовал фото нового Buick LaCrosse

Все фото: https://drom.ru/s/kIL"
